SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
§ 1025.45   ,"
                                ","In the submission of proposed findings, conclusions, briefs, or other documents, all parties shall refrain from disclosing specific details of in camera materials.",obligations,parties shall refrain
§ 1025.45   ,"
                                ","However, such refraining shall not preclude general references to such materials.",prohibitions,refraining shall not preclude
§ 1025.46   ,"Proposed findings, conclusions, and order.","Within a reasonable time after the closing of the record and receipt of the transcript, all parties and participants may file, simultaneously unless otherwise directed by the Presiding Officer, post-hearing briefs, including proposed findings of fact and conclusions of law, as well as a proposed order.",permissions,participants may file
§ 1025.46   ,"Proposed findings, conclusions, and order.","The Presiding Officer shall establish a date certain for the filing of the briefs, which shall not exceed fifty (50) days after the closing of the record except in unusual circumstances.",prohibitions,which shall not exceed
§ 1025.46   ,"Proposed findings, conclusions, and order.",The briefs of all parties shall contain adequate references to the record and authorities relied upon.,obligations,parties shall contain
§ 1025.46   ,"Proposed findings, conclusions, and order.",The parties and participants may waive either or both submissions.,permissions,participants may waive
§ 1025.53   ,Appeal from initial decision.,(a) Who may file notice of intention.,permissions,Who may file
§ 1025.53   ,Appeal from initial decision.,"Any party may appeal an Initial Decision to the Commission, provided that within ten (10) days after issuance of the Initial Decision such party files and serves a notice of intention to appeal.",permissions,party may appeal
§ 1025.53   ,Appeal from initial decision.,"The appeal brief shall contain, in the order indicated, the following: (1) A subject index of the matters in the brief, with page references, and a table of cases (alphabetically arranged), textbooks, statutes, and other material cited, with page references thereto; (2) A concise statement of the case; (3) A statement containing the reasons why the party believes the Initial Decision is incorrect; (4) The argument, presenting clearly the points of fact and law relied upon to support each reason why the Initial Decision is incorrect, with specific page references to the record and the legal or other material relied upon; and (5) A proposed form of order for the Commission's consideration in lieu of the order contained in the Initial Decision.",obligations,brief shall contain
§ 1025.53   ,Appeal from initial decision.,"Within thirty (30) days after service of the appeal brief upon all parties, any party may file an answering brief which shall contain a subject index, with page references, and a table of cases (alphabetically arranged), textbooks, statutes, and other material cited, with page references thereto.",obligations,which shall contain
§ 1025.53   ,Appeal from initial decision.,"Such brief shall present clearly the points of fact and law relied upon in support of the reasons the party has for each position urged, with specific page references to the record and legal or other materials relied upon.",obligations,brief shall present
§ 1025.53   ,Appeal from initial decision.,"Within thirty (30) days after service of the appeal brief upon all parties, any participant may file a brief on appeal, presenting clearly the position urged.",permissions,participant may file
§ 1025.53   ,Appeal from initial decision.,"If a timely notice of appeal is filed by a party, any other party may file a notice of cross appeal within ten (10) days of the date on which the first notice of appeal was filed.",permissions,party may file
§ 1025.53   ,Appeal from initial decision.,A Commissioner absent from an oral argument may participate in the consideration of and decision on the appeal.,permissions,argument may participate
§ 1025.54   ,Review of initial decision in absence of appeal.,The order shall set forth the issues which the Commission will review and may make provision for the filing of briefs.,obligations,order shall set
§ 1025.54   ,Review of initial decision in absence of appeal.,"If the filing of briefs is scheduled by the Commission, the order shall designate which party or parties shall file the initial brief and which party or parties may thereafter file an answering brief, or the order may designate the simultaneous filing of briefs by the parties.",permissions,order may designate
§ 1025.56   ,Reconsideration.,"Within twenty (20) days after issuance of a Final Decision and Order by the Commission, any party may file a petition for reconsideration of such decision or order, setting forth the relief desired and the grounds in support of the petition.",permissions,party may file
§ 1025.56   ,Reconsideration.,Any party desiring to oppose such a petition shall file an opposition to the petition within ten (10) days after sevice of the petition.,obligations,petition shall file
§ 1025.56   ,Reconsideration.,The filing of a petition for reconsideration shall not stay the effective date of the Final Decision and Order or toll the running of any statutory time period affecting the Decision or Order unless specifically ordered by the Commission.,prohibitions,reconsideration shall not stay
§ 1025.58   ,Reopening of proceedings.,"Whenever the Commission is of the opinion that changed conditions of fact or law or the public interest may require that a Commission decision or order be altered, modified, or set aside in whole or in part, the Commission shall serve upon all parties to the original proceedings an order to show cause, stating the changes the Commission proposes to make in the decision or order and the reasons such changes are deemed necessary.",permissions,interest may require
§ 1025.58   ,Reopening of proceedings.,"Whenever any person subject to a final order is of the opinion that changed conditions of fact or law require that the decision or order be altered, modified, or set aside, or that the public interest so requires, that person may petition the Commission to reopen the proceedings.",permissions,person may petition
§ 1025.58   ,Reopening of proceedings.,"The petition shall state the changes desired and the reasons those changes should be made, and shall include such supporting evidence and argument as will, in the absence of any opposition, provide the basis for a Commission decision on the petition.",obligations,petition shall state
§ 1025.58   ,Reopening of proceedings.,"Where an order to show cause or petition to reopen is not opposed, or is opposed but the pleadings do not raise issues of fact to be resolved, the Commission, in its discretion, may decide the matter on the order to show cause or petition and responses, or it may serve upon the parties a notice of hearing containing the date when the matter will be heard.",permissions,it may serve
§ 1025.58   ,Reopening of proceedings.,"If the Presiding Officer recommends that the Commission's original order be reopened, the proposed order shall include appropriate provisions for the alteration, modification or setting aside of the original order.",obligations,order shall include
§ 1025.58   ,Reopening of proceedings.,"If the Commission determines that changed conditions of fact or law or the public interest requires, it shall reopen the order previously issued; alter, modify, or set aside the order's provisions in whole or in part; and issue an amended order reflecting the alterations, modifications, or deletions.",obligations,it shall reopen
§ 1025.58   ,Reopening of proceedings.,"If the Commission determines that the original order should not be reopened, it shall issue an order affirming the original order.",obligations,it shall issue
§ 1025.58   ,Reopening of proceedings.,A decision stating the reasons for the Commission's order shall accompany the order.,obligations,order shall accompany
§ 1025.61   ,Who may make appearances.,"A party or participant may appear in person, or by a duly authorized officer, partner, regular employee, or other agent of the party or participant, or by counsel or other duly qualified representative, in accordance with § 1025.65.",permissions,participant may appear
§ 1025.63   ,Written appearances.,"Any person who appears in any proceedings shall file a written notice of appearance with the Secretary or deliver a written notice of appearance to the Presiding Officer at the hearing, stating for whom the appearance is made and the name, address, and telephone number (including area code) of the person making the appearance and the date of the commencement of the appearance.",obligations,proceedings shall file
§ 1025.63   ,Written appearances.,Any person who has previously appeared in any proceedings may withdraw his/her appearance by filing a written notice of withdrawal of appearance with the Secretary.,permissions,proceedings may withdraw
§ 1025.63   ,Written appearances.,"The notice of withdrawal of appearance shall state the name, address, and telephone number (including area code) of the person withdrawing the appearance, for whom the appearance was made, and the effective date of the withdrawal of the appearance.",obligations,appearance shall state
§ 1025.65   ,Persons not attorneys.,The application shall set forth in detail the applicant's qualifications to appear in the proceedings.,obligations,application shall set
§ 1025.65   ,Persons not attorneys.,"However, this provision shall not apply to any person who appears before the Commission on his/her own behalf or on behalf of any corporation, partnership, or unincorporated association of which the person is a partner or general officer.",prohibitions,provision shall not apply
§ 1025.66   ,Qualifications and standards of conduct.,"An excluded party, participant, or representative may petition the Commission to entertain an interlocutory appeal in accordance with § 1025.24 of these rules.",permissions,representative may petition
§ 1025.66   ,Qualifications and standards of conduct.,"If, after such appeal, the representative of a party or participant is excluded, the hearing shall, at the request of the party or participant, be suspended for a reasonable time so that the party or participant may obtain another representative.",permissions,participant may obtain
§ 1025.68   ,Prohibited communications.,"If a prohibited oral ex parte communication is made to a decision-maker, he/she shall advise the person making the communication that the communication is prohibited and shall terminate the discussion; and (ii)",obligations,she shall advise
§ 1025.70   ,General provisions.,"An eligible party may receive an award when it prevails over Commission complaint counsel, unless complaint counsel's position in the proceeding was substantially justified or special circumstances make an award unjust.",permissions,party may receive
§ 1025.70   ,General provisions.,The Commission's failure to designate a proceeding as an adversary adjudicative proceeding shall not preclude the filing of an application by a party who believes the proceeding is covered by the EAJA.,prohibitions,proceeding shall not preclude
§ 1025.70   ,General provisions.,The applicant must show that it meets all conditions of eligibility set out in this paragraph and in § 1025.71.,obligations,applicant must show
§ 1025.70   ,General provisions.,"However, the presiding officer may determine that such treatment would be unjust and contrary to the purposes of the EAJA in light of the actual relationship between the affiliated entities.",permissions,officer may determine
§ 1025.70   ,General provisions.,"In addition, the presiding officer may determine that financial relationships of the applicant other than those described in this paragraph constitute special circumstances that would make an award unjust.",permissions,officer may determine
§ 1025.70   ,General provisions.,"(1) An eligible prevailing applicant may receive an award for fees and expenses incurred in connection with a proceeding, or in a significant and discrete substantive portion of the proceeding, unless the position of Commission complaint counsel over which the applicant has prevailed was substantially justified.",permissions,applicant may receive
§ 1025.70   ,General provisions.,Complaint counsel may avoid the granting of an award by showing that its position was reasonable in law and fact.,permissions,counsel may avoid
§ 1025.70   ,General provisions.,(2) No award for the fee of an attorney or agent under these rules may exceed $75 per hour.,permissions,rules may exceed
§ 1025.70   ,General provisions.,No award to compensate an expert witness may exceed the highest rate at which the Commission is authorized to pay expert witnesses.,permissions,witness may exceed
§ 1025.70   ,General provisions.,"(3) In determining the reasonableness of the fee sought for an attorney, agent or expert witness, the presiding officer shall consider the following: (i)",obligations,officer shall consider
§ 1025.70   ,General provisions.,"(2) Any person may file with the Commission a petition for rulemaking to increase the maximum rate for attorney fees, in accordance with the Administrative Procedure Act, 5 U.S.C. 553(e).",permissions,person may file
§ 1025.70   ,General provisions.,The petition should identify the rate the petitioner believes the Commission should establish and the types of proceedings in which the rate should be used.,obligations,petition should identify
§ 1025.70   ,General provisions.,The petition should also explain fully the reasons why the higher rate is warranted.,obligations,petition should also explain
§ 1025.71   ,Information required from applicant.,The application shall show that the applicant has prevailed and identify the position of complaint counsel in the adjudicative proceeding that the applicant alleges was not substantially justified.,obligations,application shall show
§ 1025.71   ,Information required from applicant.,"Unless the applicant is an individual, the application shall also state the number of employees of the applicant and describe briefly the type and purpose of its organization or business.",obligations,application shall also state
§ 1025.71   ,Information required from applicant.,"(2) The application shall also include a verified statement that the applicant's net worth does not exceed $1 million (if an individual) or $5 million (for all other applicants, including their affiliates).",obligations,application shall also include
§ 1025.71   ,Information required from applicant.,"However, an applicant may omit this statement if it attaches a copy of a ruling by the Internal Revenue Service that it qualifies as an organization described in section 501(c)(3) of the Internal Revenue Code or, in the case of a tax-exempt organization not required to obtain a ruling from the Internal Revenue Service on its exempt status, a statement that describes the basis for the applicant's belief that it qualifies under such section.",permissions,applicant may omit
§ 1025.71   ,Information required from applicant.,(3) The application shall state the amount of fees and expenses for which an award is sought.,obligations,application shall state
§ 1025.71   ,Information required from applicant.,It shall also contain or be accompanied by a written verification under oath or under penalty of perjury that the information provided in the application is true and correct.,obligations,It shall also contain
§ 1025.71   ,Information required from applicant.,(1) Each applicant except a qualified tax-exempt organization or cooperative association must provide with its application a detailed exhibit showing the net worth of the applicant and any affiliates (as defined in § 1025.70(d)(6) of this subpart) when the proceeding was initiated.,obligations,association must provide
§ 1025.71   ,Information required from applicant.,The presiding officer may require an applicant to file additional information to determine its eligibility for an award.,permissions,officer may require
§ 1025.71   ,Information required from applicant.,"This motion shall describe the information sought to be withheld and explain, in detail, why it falls within one or more of the specific exemptions from mandatory disclosure under the Freedom of Information Act, 5 U.S.C. 552(b)(1)-(9).",obligations,motion shall describe
§ 1025.71   ,Information required from applicant.,"If the presiding officer determines that the information should not be withheld from disclosure because it does not fall within section 6(a)(2) of the CPSA, he shall place the information in the public record but only after notifying the submitter of the information in writing of the intention to disclose such document at a date not less than 10 days after the date of receipt of notification.",obligations,he shall place
§ 1025.71   ,Information required from applicant.,"The presiding officer may require the applicant to provide vouchers, receipts; or other substantiation for any expenses claimed.",permissions,officer may require
§ 1025.72   ,Procedures for considering applications.,"The filing of this statement shall extend the time for filing an answer for an additional 30 days, and further extensions may be granted by the presiding officer upon request by complaint counsel and the applicant.",obligations,statement shall extend
§ 1025.72   ,Procedures for considering applications.,(3) The answer shall explain in detail any objections to the award requested and identify the facts relied on in support of Commission counsel's position.,obligations,answer shall explain
§ 1025.72   ,Procedures for considering applications.,"If the answer is based on any alleged facts not already in the record of the proceeding, complaint counsel shall include with the answer either supporting affidavits or a request for further proceedings under paragraph (f) of this section.",obligations,counsel shall include
§ 1025.72   ,Procedures for considering applications.,"Within 15 days after service of an answer, the applicant may file a reply.",permissions,applicant may file
§ 1025.72   ,Procedures for considering applications.,"If the reply is based on any alleged facts not already in the record of the proceeding, the applicant shall include with the reply either supporting affidavits or a request for further proceedings under paragraph (f) of this section.",obligations,applicant shall include
§ 1025.72   ,Procedures for considering applications.,Any party to a proceeding other than the applicant and complaint counsel may file comments on an application within 30 days after it is served or on an answer within 15 days after it is served.,permissions,counsel may file
§ 1025.72   ,Procedures for considering applications.,A commenting party may not participate further in proceedings on the application unless the presiding officer determines that the public interest requires such participation in order to permit full exploration of matters raised in the comments.,dispensations,party may not participate
§ 1025.72   ,Procedures for considering applications.,"The applicant and complaint counsel may agree on a proposed settlement of the award before final action on the application, either in connection with a settlement of the underlying proceeding, or after the underlying proceeding has been concluded, in accordance with the Commission's standard settlement procedure ( See 16 CFR 1115.20(b), 1118.20, 1025.26, and 1605.3).",permissions,counsel may agree
§ 1025.72   ,Procedures for considering applications.,"However, on request of either the applicant or complaint counsel, or on his or her own initiative, the presiding officer may order further proceedings.",permissions,officer may order
§ 1025.72   ,Procedures for considering applications.,(2) A request that the presiding officer order further proceedings under this paragraph shall specifically identify the information sought or the disputed issues and shall explain why the additional proceedings are necessary to resolve the issues.,obligations,paragraph shall specifically identify
§ 1025.72   ,Procedures for considering applications.,The presiding officer shall endeavor to issue an initial decision on the application within 30 days after completion of proceedings on the application.,obligations,officer shall endeavor
§ 1025.72   ,Procedures for considering applications.,"The decision shall include written findings and conclusions on the applicant's eligibility and status as a prevailing party, and an explanation of the reasons for any difference between the amount requested and the amount awarded.",obligations,decision shall include
§ 1025.72   ,Procedures for considering applications.,"The decision shall also include, if at issue, findings on whether the complaint counsel's position was substantially justified, whether the applicant unduly protracted the proceedings, or whether special circumstances make an award unjust.",obligations,decision shall also include
§ 1025.72   ,Procedures for considering applications.,"(1) Either the applicant or complaint counsel may seek review of the initial decision on the fee application, or the Commission may decide to review the decision on its own initiative, in accordance with 16 CFR 1025.54, 1025.55 and 1025.56.",permissions,counsel may seek
§ 1025.72   ,Procedures for considering applications.,"(2) If neither the applicant nor Commission complaint counsel seeks review and the Commission does not take review on its own initiative, the initial decision on the application shall become a final decision of the Commission 30 days after it is issued.",obligations,application shall become
§ 1025.72   ,Procedures for considering applications.,"An applicant seeking payment of an award shall submit to the Secretary of the Commission a copy of the Commission's final decision granting the award, accompanied by a verified statement that the applicant will not seek review of the decision in the United States courts.",obligations,award shall submit
§ 1027.4   ,Notice requirements before offset.,"(b) The written notice shall contain: (1) A statement that the debt is owed and an explanation of its nature and amount; (2) The agency's intention to collect the debt by deducting from the employee's current disposable pay account; (3) The amount, frequency, proposed beginning date, and duration of the intended deduction(s); (4) An explanation of interest, penalties, and administrative charges, including a statement that such charges will be assessed unless excused in accordance with the Federal Claims Collections Standards at 4 CFR 101.1 et seq; (5) The employee's right to inspect, request, and receive a copy of government records relating to the debt; (6) The employee's opportunity to establish a written schedule for the voluntary repayment of the debt in lieu of offset; (7) The employee's right to an oral hearing or a determination based on a review of the written record (“paper hearing”) conducted by an impartial hearing official concerning the existence or the amount of the debt, or the terms of the repayment schedule; (8) The procedures and time period for petitioning for a hearing; (9) A statement that a timely filing of a petition for a hearing will stay the commencement of collection proceedings; (10) A statement that a final decision on the hearing (if requested) will be issued by the hearing official not later than 60 days after the filing of the petition requesting the hearing unless the employee requests and the hearing official grants a delay in the proceedings; (11) A statement that knowingly false or frivolous statements, representations, or evidence may subject the employee to appropriate disciplinary procedures and/or statutory penalties; (12) A statement of other rights and remedies available to the employee under statutes or regulations governing the program for which the collection is being made; (13) Unless there are contractual or statutory provisions to the contrary, a statement that amounts paid on or deducted for the debt which are later waived or found not owed to the United States will be promptly refunded to the employee; and (14) A statement that the proceedings regarding such debt are governed by section 5 of the Debt Collection Act of 1982 (5 U.S.C. 5514).",permissions,evidence may subject
§ 1027.5   ,Hearing.,(1) An employee may file a petition for an oral or paper hearing in accordance with the instructions outlined in the agency's notice to offset.,permissions,employee may file
§ 1027.5   ,Hearing.,"The petition for a hearing must be received by the Executive Director not later than fifteen (15) calendar days after the employee's receipt of the offset notice, or notice of the terms of the payment schedule, unless the employee can show good cause for failing to meet the filing deadline.",permissions,employee can show
§ 1027.5   ,Hearing.,"(2) The hearing shall conform to procedures contained in the Federal Claims Collection Standards, 4 CFR 102.3(c).",obligations,hearing shall conform
§ 1027.6   ,Written decision.,(a) The hearing official shall issue a final written opinion no later than 60 days after the filing of the petition.,obligations,official shall issue
§ 1027.7   ,Coordinating offset with another Federal agency.,"The paying agency must certify the total amount collected, give a copy of the certification to the employee, and send a copy of the certification and notice of the employee's separation to the CPSC.",obligations,agency must certify
§ 1027.7   ,Coordinating offset with another Federal agency.,"If the paying agency is aware that the employee is entitled to Civil Service Retirement and Disability Fund or other similar payments, it must certify to the agency responsible for making such payments that the debtor owes a debt, including the amount of the debt, and that the provisions of 5 CFR 550.1108 have been followed; and (vi) If the employee has already separated from federal service and all payments due from the paying agency have been paid, the Executive Director may request, unless otherwise prohibited, that money payable to the employee from the Civil Service Retirement and Disability Fund or other similar funds be collected by administrative offset.",obligations,it must certify
§ 1027.7   ,Coordinating offset with another Federal agency.,"The employee must receive written notice that CPSC has received a certified debt claim from the creditor agency, the amount of the debt, the date salary offset will begin, and the amount of the deduction(s).",obligations,employee must receive
§ 1027.8   ,Procedures for salary offset.,The size of installment deductions must bear a reasonable relationship to the size of the debt and the employee's ability to pay.,obligations,deductions must bear
§ 1027.8   ,Procedures for salary offset.,The deduction for the pay intervals for any period must not exceed 15% of disposable pay unless the employee has agreed in writing to a deduction of a greater amount.,prohibitions,period must not exceed
§ 1027.9   ,Refunds.,"(c) Unless required by law, refunds under this paragraph shall not bear interest.",prohibitions,paragraph shall not bear
§ 1027.10   ,Statute of limitations.,"(a) If a debt has been outstanding for more than 10 years after CPSC's right to collect the debt first accrued, the agency may not collect by salary offset unless facts material to the Government's right to collect were not known and could not reasonably have been known by the official or officials who were charged with the responsibility for discovery and collection of such debts.",dispensations,agency may not collect
§ 1027.11   ,Non-waiver of rights.,An employee's involuntary payment of all or any part of a debt collected under these regulations will not be construed as a waiver of any rights that the employee may have under 5 U.S.C. 5514 or any other provision of law.,permissions,employee may have
§ 1028.101   ,To what does this policy apply?,"This includes research conducted by Federal civilian employees or military personnel, except that each department or agency head may adopt such procedural modifications as may be appropriate from an administrative standpoint.",permissions,head may adopt
§ 1028.101   ,To what does this policy apply?,Institutions that are engaged in research described in this paragraph and institutional review boards (IRBs) reviewing research that is subject to this policy must comply with this policy.,obligations,policy must comply
§ 1028.101   ,To what does this policy apply?,"(d) Department or agency heads may require that specific research activities or classes of research activities conducted, supported, or otherwise subject to regulation by the Federal department or agency but not otherwise covered by this policy comply with some or all of the requirements of this policy.",permissions,heads may require
§ 1028.101   ,To what does this policy apply?,"(h) When research covered by this policy takes place in foreign countries, procedures normally followed in the foreign countries to protect human subjects may differ from those set forth in this policy.",permissions,subjects may differ
§ 1028.101   ,To what does this policy apply?,"In these circumstances, if a department or agency head determines that the procedures prescribed by the institution afford protections that are at least equivalent to those provided in this policy, the department or agency head may approve the substitution of the foreign procedures in lieu of the procedural requirements provided in this policy.",permissions,head may approve
§ 1028.101   ,To what does this policy apply?,"(i) Unless otherwise required by law, department or agency heads may waive the applicability of some or all of the provisions of this policy to specific research activities or classes of research activities otherwise covered by this policy, provided the alternative procedures to be followed are consistent with the principles of the Belmont Report.",permissions,heads may waive
§ 1028.101   ,To what does this policy apply?,"The waiver notice must include a statement that identifies the conditions under which the waiver will be applied and a justification as to why the waiver is appropriate for the research, including how the decision is consistent with the principles of the Belmont Report.",obligations,notice must include
§ 1028.101   ,To what does this policy apply?,"The pre-2018 Requirements shall apply to the following research, unless the research is transitioning to comply with the 2018 Requirements in accordance with paragraph (l)(4) of this section: (i) Research initially approved by an IRB under the pre-2018 Requirements before January 21, 2019; (ii) Research for which IRB review was waived pursuant to § 1028.101(i) of the pre-2018 Requirements before January 21, 2019; and (iii) Research for which a determination was made that the research was exempt under § 1028.101(b) of the pre-2018 Requirements before January 21, 2019.",obligations,Requirements shall apply
§ 1028.101   ,To what does this policy apply?,"If the determination to transition is documented between July 19, 2018, and January 20, 2019, the research shall: (A) Beginning on the date of such documentation through January 20, 2019, comply with the pre-2018 Requirements, except that the research shall comply with the following: ( 1 ) Section 1028.102(l) of the 2018 Requirements (definition of research) (instead of § 1028.102(d) of the pre-2018 Requirements); ( 2 ) Section 1028.103(d) of the 2018 Requirements (revised certification requirement that eliminates IRB review of application or proposal) (instead of § 1028.103(f) of the pre-2018 Requirements); and ( 3 ) Section 1028.109(f)(1)(i) and (iii) of the 2018 Requirements (exceptions to mandated continuing review) (instead of § 1028.103(b), as related to the requirement for continuing review, and in addition to § 1028.109, of the pre-2018 Requirements); and (B)",obligations,research shall comply
§ 1028.101   ,To what does this policy apply?,"The 2018 Requirements shall apply to the following research: (i) Research initially approved by an IRB on or after January 21, 2019; (ii) Research for which IRB review is waived pursuant to paragraph (i) of this section on or after January 21, 2019; and (iii) Research for which a determination is made that the research is exempt on or after January 21, 2019.",obligations,Requirements shall apply
§ 1028.102   ,Definitions for purposes of this policy.,(b) Clinical trial means a research study in which one or more human subjects are prospectively assigned to one or more interventions (which may include placebo or other control) to evaluate the effects of the interventions on biomedical or behavioral health-related outcomes.,permissions,which may include
§ 1028.102   ,Definitions for purposes of this policy.,This reexamination shall take place within 1 year and regularly thereafter (at least every 4 years).,obligations,reexamination shall take
§ 1028.102   ,Definitions for purposes of this policy.,"If appropriate and permitted by law, such Federal departments and agencies may alter the interpretation of these terms, including through the use of guidance.",permissions,agencies may alter
§ 1028.102   ,Definitions for purposes of this policy.,This assessment shall take place within 1 year and regularly thereafter (at least every 4 years).,obligations,assessment shall take
§ 1028.102   ,Definitions for purposes of this policy.,"For example, some demonstration and service programs may include research activities.",permissions,programs may include
§ 1028.103   ,Assuring compliance with this policy—research conducted or supported by any Federal department or agency.,"In lieu of requiring submission of an assurance, individual department or agency heads shall accept the existence of a current assurance, appropriate for the research in question, on file with the Office for Human Research Protections, HHS, or any successor office, and approved for Federal-wide use by that office.",obligations,heads shall accept
§ 1028.103   ,Assuring compliance with this policy—research conducted or supported by any Federal department or agency.,The department or agency head may limit the period during which any assurance shall remain effective or otherwise condition or restrict the assurance.,obligations,assurance shall remain
§ 1028.103   ,Assuring compliance with this policy—research conducted or supported by any Federal department or agency.,"For such research, institutions shall certify that each proposed research study covered by the assurance and this section has been reviewed and approved by the IRB.",obligations,institutions shall certify
§ 1028.104   ,Exempt research.,"(a) Unless otherwise required by law or by department or agency heads, research activities in which the only involvement of human subjects will be in one or more of the categories in paragraph (d) of this section are exempt from the requirements of this policy, except that such activities must comply with the requirements of this section and as specified in each category.",obligations,activities must comply
§ 1028.104   ,Exempt research.,"The identifiable private information or identifiable biospecimens are publicly available; (ii) Information, which may include information about biospecimens, is recorded by the investigator in such a manner that the identity of the human subjects cannot readily be ascertained directly or through identifiers linked to the subjects, the investigator does not contact the subjects, and the investigator will not re-identify subjects; (iii) The research involves only information collection and analysis involving the investigator's use of identifiable health information when that use is regulated under 45 CFR parts 160 and 164, subparts A and E, for the purposes of “health care operations” or “research” as those terms are defined at 45 CFR 164.501 or for “public health activities and purposes” as described under 45 CFR 164.512(b); or (iv)",permissions,which may include
§ 1028.104   ,Exempt research.,"Each Federal department or agency conducting or supporting the research and demonstration projects must establish, on a publicly accessible Federal Web site or in such other manner as the department or agency head may determine, a list of the research and demonstration projects that the Federal department or agency conducts or supports under this provision.",permissions,head may determine
§ 1028.107   ,IRB membership.,These individuals may not vote with the IRB.,dispensations,individuals may not vote
§ 1028.108   ,IRB functions and operations.,"In order for the research to be approved, it shall receive the approval of a majority of those members present at the meeting.",obligations,it shall receive
§ 1028.109   ,IRB review of research.,"If the IRB decides to disapprove a research activity, it shall include in its written notification a statement of the reasons for its decision and give the investigator an opportunity to respond in person or in writing.",obligations,it shall include
§ 1028.110   ,"Expedited review procedures for certain kinds of research involving no more than minimal risk, and for minor changes in approved research.","In reviewing the research, the reviewers may exercise all of the authorities of the IRB except that the reviewers may not disapprove the research.",dispensations,reviewers may not disapprove
§ 1028.110   ,"Expedited review procedures for certain kinds of research involving no more than minimal risk, and for minor changes in approved research.",(c) Each IRB that uses an expedited review procedure shall adopt a method for keeping all members advised of research proposals that have been approved under the procedure.,obligations,procedure shall adopt
§ 1028.110   ,"Expedited review procedures for certain kinds of research involving no more than minimal risk, and for minor changes in approved research.","The department or agency head may restrict, suspend, terminate, or choose not to authorize an institution's or IRB's use of the expedited review procedure.",permissions,head may restrict
§ 1028.111   ,Criteria for IRB approval of research.,"In evaluating risks and benefits, the IRB should consider only those risks and benefits that may result from the research (as distinguished from risks and benefits of therapies subjects would receive even if not participating in the research).",permissions,that may result
§ 1028.112   ,Review by institution.,"However, those officials may not approve the research if it has not been approved by an IRB.",dispensations,officials may not approve
§ 1028.113   ,Suspension or termination of IRB approval of research.,"Any suspension or termination of approval shall include a statement of the reasons for the IRB's action and shall be reported promptly to the investigator, appropriate institutional officials, and the department or agency head.",obligations,approval shall include
§ 1028.114   ,Cooperative research.,Any institution located in the United States that is engaged in cooperative research must rely upon approval by a single IRB for that portion of the research that is conducted in the United States.,obligations,research must rely
§ 1028.114   ,Cooperative research.,"(c) For research not subject to paragraph (b) of this section, an institution participating in a cooperative project may enter into a joint review arrangement, rely on the review of another IRB, or make similar arrangements for avoiding duplication of effort.",permissions,project may enter
§ 1028.116   ,General requirements for informed consent.,"Except as provided elsewhere in this policy: (1) Before involving a human subject in research covered by this policy, an investigator shall obtain the legally effective informed consent of the subject or the subject's legally authorized representative.",obligations,investigator shall obtain
§ 1028.116   ,General requirements for informed consent.,(2) An investigator shall seek informed consent only under circumstances that provide the prospective subject or the legally authorized representative sufficient opportunity to discuss and consider whether or not to participate and that minimize the possibility of coercion or undue influence.,obligations,investigator shall seek
§ 1028.116   ,General requirements for informed consent.,(5) Except for broad consent obtained in accordance with paragraph (d) of this section: (i) Informed consent must begin with a concise and focused presentation of the key information that is most likely to assist a prospective subject or legally authorized representative in understanding the reasons why one might or might not want to participate in the research.,obligations,consent must begin
§ 1028.116   ,General requirements for informed consent.,"(ii) Informed consent as a whole must present information in sufficient detail relating to the research, and must be organized and presented in a way that does not merely provide lists of isolated facts, but rather facilitates the prospective subject's or legally authorized representative's understanding of the reasons why one might or might not want to participate.",obligations,whole must present
§ 1028.116   ,General requirements for informed consent.,"(6) No informed consent may include any exculpatory language through which the subject or the legally authorized representative is made to waive or appear to waive any of the subject's legal rights, or releases or appears to release the investigator, the sponsor, the institution, or its agents from liability for negligence.",permissions,consent may include
§ 1028.116   ,General requirements for informed consent.,"Except as provided in paragraph (d), (e), or (f) of this section, in seeking informed consent the following information shall be provided to each subject or the legally authorized representative: (1) A statement that the study involves research, an explanation of the purposes of the research and the expected duration of the subject's participation, a description of the procedures to be followed, and identification of any procedures that are experimental; (2) A description of any reasonably foreseeable risks or discomforts to the subject; (3) A description of any benefits to the subject or to others that may reasonably be expected from the research; (4) A disclosure of appropriate alternative procedures or courses of treatment, if any, that might be advantageous to the subject; (5) A statement describing the extent, if any, to which confidentiality of records identifying the subject will be maintained; (6) For research involving more than minimal risk, an explanation as to whether any compensation and an explanation as to whether any medical treatments are available if injury occurs and, if so, what they consist of, or where further information may be obtained; (7) An explanation of whom to contact for answers to pertinent questions about the research and research subjects' rights, and whom to contact in the event of a research-related injury to the subject; (8) A statement that participation is voluntary, refusal to participate will involve no penalty or loss of benefits to which the subject is otherwise entitled, and the subject may discontinue participation at any time without penalty or loss of benefits to which the subject is otherwise entitled; and (9) One of the following statements about any research that involves the collection of identifiable private information or identifiable biospecimens: (i)",permissions,subject may discontinue
